drug_name,toxtype,smiles,dose,dose_label,ID,predicted_activity_ppb,predicted_activity_cmax,ppb,cmax(ug/ml),cmax_free(ug/ml),molecular_weight,cmax_free(uM)
BIA 10-2474,Nervous system disorders,CN(C(=O)n1cnc(-c2ccc[n+]([O-])c2)c1)C1CCCCC1,200,tensor([30]),PAIR_0,-0.415754109621048,0.1426234394311905,0.6166921364118831,1.3887479773899982,0.5323180202756786,300.3620000000002,1.7722548800303577
Acomplia,Nervous system disorders,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,200,tensor([30]),PAIR_1,-2.5325281620025635,-0.027373984456062317,0.9980639847485246,0.9389144339833173,0.0018177526640220515,463.79600000000016,0.003919293534273799
Rubraca,,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,200,tensor([30]),PAIR_2,-0.7886034846305847,-0.4751041829586029,0.8381347771410578,0.3348850938933489,0.05420625035518471,323.371,0.16762866909891336
lanifibranor,Hepatobiliary disorders,O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1,200,tensor([30]),PAIR_3,-1.934609055519104,1.083980679512024,0.9893644184106077,12.133348715538485,0.12904522021665737,434.92600000000016,0.2967061528091154
hydroxychloroquine,Cardiac disorders,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,200,tensor([30]),PAIR_4,-0.48687678575515747,-0.8057628273963928,0.6747455879224082,0.15640015264948645,0.05086983969885432,335.8790000000001,0.15145287350163097
Nuplazid,,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,200,tensor([30]),PAIR_5,-1.5037028789520264,-0.7682912349700928,0.9696153144723826,0.17049386851055712,0.005180402579080231,427.5640000000002,0.012116086899458863
Atabecestat,Hepatobiliary disorders,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,200,tensor([30]),PAIR_6,-0.9943473935127258,0.25053033232688904,0.8995895216077513,1.7804522562175609,0.17877606280136385,367.4090000000001,0.48658596496374285
Finerenone,Renal and urinary disorders;Cardiac disorders;Vascular disorders,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,200,tensor([30]),PAIR_7,-0.9362117648124695,-0.4150727391242981,0.8850638171654799,0.3845273729220356,0.044196108439044784,378.4320000000002,0.116787450424501
Iptacopan,,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,200,tensor([30]),PAIR_8,-0.8346261382102966,0.6023966073989868,0.8545108679136293,4.003101550419472,0.5824077702241339,422.5250000000002,1.3783983674909974
Aficamten,,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,200,tensor([30]),PAIR_9,-1.4881274700164795,0.290792316198349,0.968469279796564,1.9534050952635849,0.06159226950272224,337.38300000000004,0.18255890042688053
Resmetirom,,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,200,tensor([30]),PAIR_10,-1.4097129106521606,0.6233733892440796,0.9620317910514359,4.201200313729282,0.1595120513464465,435.2270000000001,0.36650311526271684
