drug_name,toxtype,smiles,dose,dose_label,ID,predicted_activity_ppb,predicted_activity_cmax,ppb,cmax(ug/ml),cmax_free(ug/ml),molecular_weight,cmax_free(uM)
BIA 10-2474,Nervous system disorders,CN(C(=O)n1cnc(-c2ccc[n+]([O-])c2)c1)C1CCCCC1,150,tensor([25]),PAIR_0,-0.4157543480396271,0.086435467004776,0.6166923473893469,1.2202124925881535,0.4677167862201591,300.3620000000002,1.5571769605348174
Acomplia,Nervous system disorders,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,150,tensor([25]),PAIR_1,-2.5325276851654053,-0.08209357410669327,0.9980639815238019,0.8277637925705601,0.0016025659963443868,463.79600000000016,0.0034553251781912443
Rubraca,,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,150,tensor([25]),PAIR_2,-0.7886037230491638,-0.5239492654800415,0.8381348665511807,0.2992614215025432,0.048439989927592506,323.371,0.1497969512652418
lanifibranor,Hepatobiliary disorders,O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1,150,tensor([25]),PAIR_3,-1.9346089363098145,1.017897605895996,0.9893644152164872,10.420717099952597,0.11083042022154733,434.92600000000016,0.25482592491952033
hydroxychloroquine,Cardiac disorders,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,150,tensor([25]),PAIR_4,-0.48687684535980225,-0.8525282740592957,0.6747456326992531,0.14043382533681728,0.0456767150075501,335.8790000000001,0.1359915773464554
Nuplazid,,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,150,tensor([25]),PAIR_5,-1.5037026405334473,-0.8144009113311768,0.969615297242293,0.15332009817356412,0.0046585856097862005,427.5640000000002,0.010895645119294885
Atabecestat,Hepatobiliary disorders,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,150,tensor([25]),PAIR_6,-0.9943475723266602,0.18730545043945312,0.8995895633623272,1.5392368444085378,0.1545554436358549,367.4090000000001,0.4206631945212416
Finerenone,Renal and urinary disorders;Cardiac disorders;Vascular disorders,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,150,tensor([25]),PAIR_7,-0.9362115859985352,-0.4582790434360504,0.885063769430155,0.3481135727940623,0.04001086186715088,378.4320000000002,0.10572800890820772
Iptacopan,,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,150,tensor([25]),PAIR_8,-0.8346267342567444,0.545793354511261,0.8545110689635325,3.5139320124461233,0.5112382122256096,422.5250000000002,1.209959676292786
Aficamten,,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,150,tensor([25]),PAIR_9,-1.4881274700164795,0.22771349549293518,0.968469279796564,1.689326113821963,0.053265669027278105,337.38300000000004,0.15787893588971022
