drug_name,toxtype,smiles,dose,dose_label,ID,predicted_activity_ppb,predicted_activity_cmax,ppb,cmax(ug/ml),cmax_free(ug/ml),molecular_weight,cmax_free(uM)
BIA 10-2474,Nervous system disorders,CN(C(=O)n1cnc(-c2ccc[n+]([O-])c2)c1)C1CCCCC1,100,tensor([19]),PAIR_0,-0.4157542884349823,-0.09613525122404099,0.6166922946449918,0.8014284377030078,0.30719369546218905,300.3620000000002,1.0227448727275383
Acomplia,Nervous system disorders,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,100,tensor([19]),PAIR_1,-2.5325279235839844,-0.25440895557403564,0.9980639831361637,0.5566613191355231,0.0010777057012917137,463.79600000000016,0.002323663208159866
Rubraca,,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,100,tensor([19]),PAIR_2,-0.7886033058166504,-0.697152853012085,0.8381347100834334,0.2008385822617339,0.032508795344227764,323.371,0.10053095467505671
lanifibranor,Hepatobiliary disorders,O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1,100,tensor([19]),PAIR_3,-1.9346086978912354,0.8395843505859375,0.9893644088282434,6.911691582855427,0.07350992598052164,434.92600000000016,0.16901708791960382
hydroxychloroquine,Cardiac disorders,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,100,tensor([19]),PAIR_4,-0.4868767261505127,-1.03603994846344,0.6747455431455571,0.09203649083358705,0.029935278836867266,335.8790000000001,0.08912518745401546
Nuplazid,,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,100,tensor([19]),PAIR_5,-1.5037026405334473,-0.9958107471466064,0.969615297242293,0.10096927848538335,0.003067921514438513,427.5640000000002,0.007175350390674873
Atabecestat,Hepatobiliary disorders,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,100,tensor([19]),PAIR_6,-0.9943472743034363,0.00905553251504898,0.8995894937713579,1.0210700378927537,0.10252615939971019,367.4090000000001,0.2790518452180272
Finerenone,Renal and urinary disorders;Cardiac disorders;Vascular disorders,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,100,tensor([19]),PAIR_7,-0.9362116456031799,-0.6361239552497864,0.8850637853419321,0.23114049805644873,0.026566413900788722,378.4320000000002,0.07020128821238349
Iptacopan,,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,100,tensor([19]),PAIR_8,-0.8346263766288757,0.3573102653026581,0.8545109483336237,2.276723368997016,0.3312383238620531,422.5250000000002,0.783949645256619
Aficamten,,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,100,tensor([19]),PAIR_9,-1.488127589225769,0.04695172607898712,0.9684692887261799,1.1141706812770744,0.035130594061102895,337.38300000000004,0.10412674634199971
