drug_name,toxtype,smiles,dose,dose_label,ID,predicted_activity_ppb,predicted_activity_cmax,ppb,cmax(ug/ml),cmax_free(ug/ml),molecular_weight,cmax_free(uM)
BIA 10-2474,Nervous system disorders,CN(C(=O)n1cnc(-c2ccc[n+]([O-])c2)c1)C1CCCCC1,300,tensor([40]),PAIR_0,-0.4157542586326599,0.3453669250011444,0.6166922682728114,2.214965290388516,0.8490133213132757,300.3620000000002,2.8266335998337846
Acomplia,Nervous system disorders,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,300,tensor([40]),PAIR_1,-2.5325281620025635,0.18491920828819275,0.9980639847485246,1.5308026602927487,0.002963657297325806,463.79600000000016,0.0063900018484976265
Rubraca,,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,300,tensor([40]),PAIR_2,-0.7886029481887817,-0.26402851939201355,0.8381345759681018,0.5444668974382216,0.08813036522516976,323.371,0.2725363907869591
lanifibranor,Hepatobiliary disorders,O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1,300,tensor([40]),PAIR_3,-1.9346084594726562,1.2806215286254883,0.9893644024399962,19.081896179903193,0.20294736845122352,434.92600000000016,0.46662505449484154
hydroxychloroquine,Cardiac disorders,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,300,tensor([40]),PAIR_4,-0.486876904964447,-0.5900827646255493,0.6747456774760918,0.2569905982452202,0.08358730292726296,335.8790000000001,0.248861354616582
Nuplazid,,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,300,tensor([40]),PAIR_5,-1.503702998161316,-0.552426278591156,0.9696153230874238,0.2802681335933392,0.00851585668812435,427.5640000000002,0.019917150854899725
Atabecestat,Hepatobiliary disorders,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,300,tensor([40]),PAIR_6,-0.9943473935127258,0.44869330525398254,0.8995895216077513,2.809915793031819,0.28214498902025986,367.4090000000001,0.767931621218478
Finerenone,Renal and urinary disorders;Cardiac disorders;Vascular disorders,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,300,tensor([40]),PAIR_7,-0.9362115263938904,-0.20564572513103485,0.8850637535183755,0.6228081325117355,0.07158322902912907,378.4320000000002,0.18915744183665503
Iptacopan,,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,300,tensor([40]),PAIR_8,-0.8346262574195862,0.8164520263671875,0.854510908123632,6.553178932111186,0.9534160517362038,422.5250000000002,2.2564725205282605
Aficamten,,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,300,tensor([40]),PAIR_9,-1.4881274700164795,0.4882602393627167,0.968469279796564,3.077940635930143,0.09704968499429904,337.38300000000004,0.28765434237735465
Resmetirom,,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,300,tensor([40]),PAIR_10,-1.4097129106521606,0.8302295207977295,0.9620317910514359,6.764403737055026,0.2568322945009532,435.2270000000001,0.5901111247715632
