drug_name,toxtype,smiles,dose,dose_label,ID,predicted_activity_ppb,predicted_activity_cmax,ppb,cmax(ug/ml),cmax_free(ug/ml),molecular_weight,cmax_free(uM)
BIA 10-2474,Nervous system disorders,CN(C(=O)n1cnc(-c2ccc[n+]([O-])c2)c1)C1CCCCC1,5,tensor([1]),PAIR_0,-0.4157544672489166,-1.2861372232437134,0.6166924528780352,0.051744331048910734,0.019833992611824898,300.3620000000002,0.06603362812814166
Acomplia,Nervous system disorders,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,5,tensor([1]),PAIR_1,-2.5325276851654053,-1.4581936597824097,0.9980639815238019,0.03481820197396146,6.740868232958532e-05,463.79600000000016,0.0001453412326315563
Rubraca,,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,5,tensor([1]),PAIR_2,-0.7886032462120056,-1.8292146921157837,0.8381346877308857,0.014817853880958486,0.002398496545599452,323.371,0.007417166491736897
lanifibranor,Hepatobiliary disorders,O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1,5,tensor([1]),PAIR_3,-1.934608817100525,-0.3445000648498535,0.9893644120223657,0.4523763947826081,0.004811288945715459,434.92600000000016,0.011062316223255122
hydroxychloroquine,Cardiac disorders,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,5,tensor([1]),PAIR_4,-0.48687684535980225,-2.203036308288574,0.6747456326992531,0.006265614801107971,0.002037918577884568,335.8790000000001,0.006067418855851565
Nuplazid,,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,5,tensor([1]),PAIR_5,-1.5037028789520264,-2.178502082824707,0.9696153144723826,0.0066297616810815484,0.00020144322380271105,427.5640000000002,0.0004711416859293836
Atabecestat,Hepatobiliary disorders,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,5,tensor([1]),PAIR_6,-0.9943472743034363,-1.1911616325378418,0.8995894937713579,0.0643929567925509,0.006465729389099115,367.4090000000001,0.017598179111287728
Finerenone,Renal and urinary disorders;Cardiac disorders;Vascular disorders,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,5,tensor([1]),PAIR_7,-0.9362118244171143,-1.7268617153167725,0.8850638330772506,0.01875591624347349,0.0021557331201489767,378.4320000000002,0.005696487401036317
Iptacopan,,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,5,tensor([1]),PAIR_8,-0.8346263766288757,-0.8478783369064331,0.8545109483336237,0.14194551116196907,0.020651517807253907,422.5250000000002,0.048876439991134016
Aficamten,,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,5,tensor([1]),PAIR_9,-1.4881277084350586,-1.1591912508010864,0.9684692976557931,0.06931205084590923,0.0021854576440888947,337.38300000000004,0.006477675650785293
Resmetirom,,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,5,tensor([1]),PAIR_10,-1.4097131490707397,-0.8246475458145142,0.9620318124447105,0.14974504276104067,0.005685547869026042,435.2270000000001,0.013063407989453874
BAY2413555,,C[C@H](NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3C[C@@H](O)[C@H](O)C3)c(F)cc2c1=O)C(F)(F)C(F)(F)F,5,tensor([1]),PAIR_11,-1.2688779830932617,-1.417014479637146,0.9471050017038875,0.0382811979924241,0.0020248839025824197,584.3950000000003,0.003464923386720315
NVP-DFV890,,CC(C)(O)c1ncc([S@](N)(=O)=NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1,5,tensor([1]),PAIR_12,-1.266759991645813,-0.9782288670539856,0.9468415167346114,0.10514076508299902,0.005589123601174761,420.56000000000034,0.013289717522291127
AZD4144,,OC[C@@H](O)CNc1nnc(-c2ccc(C(F)(F)F)cc2O)c2ccccc12,5,tensor([1]),PAIR_13,-1.7332390546798706,-1.3523359298706055,0.9824999901827731,0.044428747500145,0.0007775035174196317,379.3380000000001,0.002049632563623026
JT001,Renal and urinary disorders,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2,5,tensor([1]),PAIR_14,-1.546610713005066,-0.426869660615921,0.9725679280857873,0.3742228822649173,0.010265709018235166,402.47600000000017,0.02550638800384411
sovleplenib,,CS(=O)(=O)N1CCC(c2ccc(-c3cc4nccnc4c(NC[C@@H]4CNCCO4)n3)cc2)CC1,5,tensor([1]),PAIR_15,-0.7442042231559753,-1.3056604862213135,0.8206035948989243,0.0494697270083728,0.008874691186633673,482.61000000000035,0.01838895005622276
STX-478,Off-target side effects hyperglycemia and rash,Cc1c([C@@H](NC(=O)Nc2cnc(N)nc2)C(F)(F)F)oc2c(F)cc(F)cc12,5,tensor([1]),PAIR_16,-1.7238272428512573,-1.3591221570968628,0.9820946694808891,0.04373990575109017,0.00078317746934803,401.2950000000001,0.0019516252865050146
