drug_name,toxtype,smiles,dose,dose_label,ID,predicted_activity_ppb,predicted_activity_cmax,ppb,cmax(ug/ml),cmax_free(ug/ml),molecular_weight,cmax_free(uM)
BIA 10-2474,Nervous system disorders,CN(C(=O)n1cnc(-c2ccc[n+]([O-])c2)c1)C1CCCCC1,10,tensor([2]),PAIR_0,-0.41575461626052856,-0.9876793622970581,0.616692584738855,0.10287755582757394,0.039433730012651505,300.3620000000002,0.13128734664388797
Acomplia,Nervous system disorders,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,10,tensor([2]),PAIR_1,-2.5325276851654053,-1.1602957248687744,0.9980639815238019,0.06913600416509838,0.00013384858143413684,463.79600000000016,0.0002885936520240295
Rubraca,,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,10,tensor([2]),PAIR_2,-0.7886033654212952,-1.5928236246109009,0.838134732435978,0.025537382145746076,0.004133615193905866,323.371,0.01278288774783721
lanifibranor,Hepatobiliary disorders,O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1,10,tensor([2]),PAIR_3,-1.934608817100525,-0.0006150673143565655,0.9893644120223657,0.9985847575722118,0.010620536042283886,434.92600000000016,0.024419179451869704
hydroxychloroquine,Cardiac disorders,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,10,tensor([2]),PAIR_4,-0.48687678575515747,-1.926229476928711,0.6747455879224082,0.011851423651361293,0.0038547278320059833,335.8790000000001,0.011476537181562354
Nuplazid,,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,10,tensor([2]),PAIR_5,-1.5037026405334473,-1.902219295501709,0.969615297242293,0.01252508565354918,0.00038057100459791207,427.5640000000002,0.0008900913187216696
Atabecestat,Hepatobiliary disorders,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,10,tensor([2]),PAIR_6,-0.9943475723266602,-0.880607008934021,0.8995895633623272,0.13164155116926013,0.013218185632565955,367.4090000000001,0.03597676059259831
Finerenone,Renal and urinary disorders;Cardiac disorders;Vascular disorders,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,10,tensor([2]),PAIR_7,-0.9362109899520874,-1.5077388286590576,0.8850636103122629,0.03106427136243847,0.0035704151986788403,378.4320000000002,0.009434760270481455
Iptacopan,,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,10,tensor([2]),PAIR_8,-0.8346261978149414,-0.5030638575553894,0.854510888018632,0.314004695541736,0.045684264312347005,422.5250000000002,0.10812203848848466
Aficamten,,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,10,tensor([2]),PAIR_9,-1.488127589225769,-0.8433746099472046,0.9684692887261799,0.1434251755265054,0.004522297798923214,337.38300000000004,0.01340404762220744
Resmetirom,,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,10,tensor([2]),PAIR_10,-1.4097124338150024,-0.48209479451179504,0.9620317482648514,0.32953777531591166,0.012511973209435378,435.2270000000001,0.028748154892585653
BAY2413555,,C[C@H](NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3C[C@@H](O)[C@H](O)C3)c(F)cc2c1=O)C(F)(F)C(F)(F)F,10,tensor([2]),PAIR_11,-1.2688779830932617,-1.1101614236831665,0.9471050017038875,0.07759586455811372,0.004104433123586806,584.3950000000003,0.007023388501932432
NVP-DFV890,,CC(C)(O)c1ncc([S@](N)(=O)=NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1,10,tensor([2]),PAIR_12,-1.2667598724365234,-0.6553245782852173,0.9468415018683978,0.22114413288775275,0.0117556899749284,420.56000000000034,0.02795246807810631
AZD4144,,OC[C@@H](O)CNc1nnc(-c2ccc(C(F)(F)F)cc2O)c2ccccc12,10,tensor([2]),PAIR_13,-1.7332388162612915,-1.0610750913619995,0.9824999800261027,0.0868810195322762,0.0015204195771673927,379.3380000000001,0.004008086659304874
JT001,Renal and urinary disorders,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2,10,tensor([2]),PAIR_14,-1.5466103553771973,-0.08299506455659866,0.972567904672035,0.8260473369557496,0.02266020929278173,402.47600000000017,0.05630201376673819
sovleplenib,,CS(=O)(=O)N1CCC(c2ccc(-c3cc4nccnc4c(NC[C@@H]4CNCCO4)n3)cc2)CC1,10,tensor([2]),PAIR_15,-0.7442043423652649,-1.0356467962265015,0.8206036444161173,0.09211984610735541,0.01652596466860768,482.61000000000035,0.03424289730550065
STX-478,Off-target side effects hyperglycemia and rash,Cc1c([C@@H](NC(=O)Nc2cnc(N)nc2)C(F)(F)F)oc2c(F)cc(F)cc12,10,tensor([2]),PAIR_16,-1.7238271236419678,-1.0906447172164917,0.9820946642912983,0.08116247512630545,0.0014532413640856484,401.2950000000001,0.0036213791950700813
inavolisib,hyperglycemia and rash,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,10,tensor([2]),PAIR_17,-0.3824687898159027,-0.8154640197753906,0.5860797086117643,0.15294524525262143,0.06330714048141024,407.37700000000007,0.15540185253809183
alpelisib,hyperglycemia and rash,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,10,tensor([2]),PAIR_18,-0.8318262696266174,-0.945813775062561,0.8535634046144807,0.11328860392338666,0.016589597454519333,441.4790000000001,0.0375773195429892
Duvelisib,"common severe side effects include neutropenia (30%), diarrhea (15%), anemia (13%), and colitis (12%)",C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,10,tensor([2]),PAIR_19,-1.2441545724868774,-0.2543119490146637,0.9439478100471328,0.5567856721560195,0.031209056258724048,416.8720000000002,0.07486484162698391
Idelalisib,has a higher rate of severe or potentially fatal liver toxicity,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,10,tensor([2]),PAIR_20,-1.4180080890655518,-0.6852163076400757,0.9627690533630324,0.20643517147712953,0.007685776853258261,415.43200000000013,0.01850068567962569
Leniolisib,,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,10,tensor([2]),PAIR_21,-1.0992274284362793,-0.2719748616218567,0.9213470938789575,0.5345953026175186,0.04204747414952599,450.4650000000002,0.09334237765314947
Copanlisib,increase blood pressure,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,10,tensor([2]),PAIR_22,-0.6942350268363953,-1.5530798435211182,0.7986061382375041,0.027984667840102236,0.005635940326458913,480.5290000000002,0.011728616434094322
Buparlisib,,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,10,tensor([2]),PAIR_23,-0.6649262309074402,-1.111297845840454,0.7844758845385762,0.07739308420705017,0.016680076016555977,410.4000000000002,0.04064346007932741
