drug_name,toxtype,smiles,dose,dose_label,ID,predicted_activity_ppb,predicted_activity_cmax,ppb,cmax(ug/ml),cmax_free(ug/ml),molecular_weight,cmax_free(uM)
BIA 10-2474,Nervous system disorders,CN(C(=O)n1cnc(-c2ccc[n+]([O-])c2)c1)C1CCCCC1,125,tensor([22]),PAIR_0,-0.4157544672489166,0.03885241597890854,0.6166924528780352,1.0935846759632577,0.419179259713645,300.3620000000002,1.395580198938763
Acomplia,Nervous system disorders,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,125,tensor([22]),PAIR_1,-2.5325276851654053,-0.12386880815029144,0.9980639815238019,0.751849978857984,0.0014555954503981815,463.79600000000016,0.0031384389912767273
Rubraca,,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,125,tensor([22]),PAIR_2,-0.7886033654212952,-0.5880811214447021,0.838134732435978,0.2581777897805112,0.041790017021910264,323.371,0.12923242041466387
lanifibranor,Hepatobiliary disorders,O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1,125,tensor([22]),PAIR_3,-1.934609293937683,0.9903110265731812,0.9893644247988462,9.779373348663214,0.10400926066986656,434.92600000000016,0.2391424303671579
hydroxychloroquine,Cardiac disorders,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,125,tensor([22]),PAIR_4,-0.4868769645690918,-0.9136492013931274,0.6747457222529245,0.12199746277959189,0.03968019664335189,335.8790000000001,0.11813836721959955
Nuplazid,,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,125,tensor([22]),PAIR_5,-1.5037026405334473,-0.8721106648445129,0.969615297242293,0.13424228477768427,0.004078911920485391,427.5640000000002,0.009539886240388314
Atabecestat,Hepatobiliary disorders,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,125,tensor([22]),PAIR_6,-0.9943471550941467,0.14781658351421356,0.8995894659349568,1.4054538305509225,0.14112236972937883,367.4090000000001,0.3841015591054623
Finerenone,Renal and urinary disorders;Cardiac disorders;Vascular disorders,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,125,tensor([22]),PAIR_7,-0.9362112879753113,-0.5230612754821777,0.8850636898712363,0.29987393909647403,0.034466404063526336,378.4320000000002,0.0910768752735665
Iptacopan,,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,125,tensor([22]),PAIR_8,-0.8346260190010071,0.5169132947921753,0.8545108277036155,3.2878598347748675,0.4783480059879229,422.5250000000002,1.1321176403477253
Aficamten,,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,125,tensor([22]),PAIR_9,-1.4881272315979004,0.187373086810112,0.9684692619373252,1.5394765815116833,0.04854083284526694,337.38300000000004,0.14387456642826382
Resmetirom,,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,125,tensor([22]),PAIR_10,-1.4097130298614502,0.5389078855514526,0.9620318017480746,3.4586601139580013,0.1313190928927844,435.2270000000001,0.30172551999941266
BAY2413555,,C[C@H](NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3C[C@@H](O)[C@H](O)C3)c(F)cc2c1=O)C(F)(F)C(F)(F)F,125,tensor([22]),PAIR_11,-1.2688778638839722,-0.07618967443704605,0.9471049869099978,0.8390934395284233,0.044383858467590936,584.3950000000003,0.07594838844889315
NVP-DFV890,,CC(C)(O)c1ncc([S@](N)(=O)=NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1,125,tensor([22]),PAIR_12,-1.266759991645813,0.35613641142845154,0.9468415167346114,2.2705779259681655,0.12070047868033956,420.56000000000034,0.28699942619445373
