drug_name,toxtype,smiles,dose,dose_label,ID,predicted_activity_ppb,predicted_activity_cmax,ppb,cmax(ug/ml),cmax_free(ug/ml),molecular_weight,cmax_free(uM)
BIA 10-2474,Nervous system disorders,CN(C(=O)n1cnc(-c2ccc[n+]([O-])c2)c1)C1CCCCC1,350,tensor([42]),PAIR_0,-0.41575443744659424,0.443433940410614,0.6166924265058659,2.7760925485872443,1.0640972985941233,300.3620000000002,3.5427161178648516
Acomplia,Nervous system disorders,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,350,tensor([42]),PAIR_1,-2.5325276851654053,0.29125210642814636,0.9980639815238019,1.9554742723423866,0.003785834320984827,463.79600000000016,0.008162714471415937
Rubraca,,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,350,tensor([42]),PAIR_2,-0.788603663444519,-0.17577201128005981,0.8381348441986547,0.6671569102785244,0.1079894572261775,323.371,0.33394910868994904
lanifibranor,Hepatobiliary disorders,O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1,350,tensor([42]),PAIR_3,-1.934609293937683,1.3961108922958374,0.9893644247988462,24.89492901631217,0.2647718896803731,434.92600000000016,0.6087745724108767
hydroxychloroquine,Cardiac disorders,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,350,tensor([42]),PAIR_4,-0.4868766665458679,-0.4990498721599579,0.6747454983686999,0.31692035070037755,0.10307977072386815,335.8790000000001,0.3068955508497647
Nuplazid,,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,350,tensor([42]),PAIR_5,-1.5037026405334473,-0.457302451133728,0.969615297242293,0.3488972520113576,0.010601139295345889,427.5640000000002,0.024794274764353134
Atabecestat,Hepatobiliary disorders,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,350,tensor([42]),PAIR_6,-0.9943470358848572,0.5482171177864075,0.8995894380985481,3.533597815666835,0.35481054220485003,367.4090000000001,0.9657099913307784
Finerenone,Renal and urinary disorders;Cardiac disorders;Vascular disorders,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,350,tensor([42]),PAIR_7,-0.9362115263938904,-0.11850372701883316,0.8850637535183755,0.7611956065659734,0.08748896585699638,378.4320000000002,0.23118807568333635
Iptacopan,,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,350,tensor([42]),PAIR_8,-0.834626317024231,0.9338506460189819,0.8545109282286293,8.58718157331181,1.2493410762333539,422.5250000000002,2.9568453375145927
Aficamten,,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,350,tensor([42]),PAIR_9,-1.48812735080719,0.5873015522956848,0.9684692708669459,3.866353440548578,0.12190894306658902,337.38300000000004,0.3613369466350972
Resmetirom,,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,350,tensor([42]),PAIR_10,-1.4097121953964233,0.9490752816200256,0.9620317268715416,8.893552674168703,0.337672837015169,435.2270000000001,0.7758545242256774
BAY2413555,,C[C@H](NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3C[C@@H](O)[C@H](O)C3)c(F)cc2c1=O)C(F)(F)C(F)(F)F,350,tensor([42]),PAIR_11,-1.2688777446746826,0.34042736887931824,0.947104972116104,2.1899155574186646,0.1158356444730379,584.3950000000003,0.198214639880625
NVP-DFV890,,CC(C)(O)c1ncc([S@](N)(=O)=NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1,350,tensor([42]),PAIR_12,-1.2667596340179443,0.7615469694137573,0.9468414721359584,5.774933258589697,0.30698695053972114,420.56000000000034,0.7299480467465306
AZD4144,,OC[C@@H](O)CNc1nnc(-c2ccc(C(F)(F)F)cc2O)c2ccccc12,350,tensor([42]),PAIR_13,-1.7332388162612915,0.3775690495967865,0.9824999800261027,2.3854430330400778,0.04174530072479546,379.3380000000001,0.11004776933709633
JT001,Renal and urinary disorders,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2,350,tensor([42]),PAIR_14,-1.5466102361679077,1.3050459623336792,0.9725678968674466,20.185799831063918,0.5537389427788243,402.47600000000017,1.3758309632843302
sovleplenib,,CS(=O)(=O)N1CCC(c2ccc(-c3cc4nccnc4c(NC[C@@H]4CNCCO4)n3)cc2)CC1,350,tensor([42]),PAIR_15,-0.7442041635513306,0.38909104466438293,0.8206035701403228,2.449576712597352,0.43944531690736954,482.61000000000035,0.9105599073938982
STX-478,Off-target side effects hyperglycemia and rash,Cc1c([C@@H](NC(=O)Nc2cnc(N)nc2)C(F)(F)F)oc2c(F)cc(F)cc12,350,tensor([42]),PAIR_16,-1.7238268852233887,0.32450589537620544,0.9820946539121124,2.1110858527713896,0.03779972281511512,401.2950000000001,0.09419435282053132
inavolisib,hyperglycemia and rash,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,350,tensor([42]),PAIR_17,-0.3824687600135803,0.6112421154975891,0.5860796801388752,4.085470843983408,1.6910593985249118,407.37700000000007,4.15109198242638
alpelisib,hyperglycemia and rash,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,350,tensor([42]),PAIR_18,-0.831825852394104,0.49070194363594055,0.8535632629691431,3.095294269203157,0.4532647929324211,441.4790000000001,1.0266961575350606
Duvelisib,"common severe side effects include neutropenia (30%), diarrhea (15%), anemia (13%), and colitis (12%)",C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,350,tensor([42]),PAIR_19,-1.244154930114746,1.1555296182632446,0.9439478570286247,14.306375449299562,0.8019030020863124,416.8720000000002,1.9236192454429946
Idelalisib,has a higher rate of severe or potentially fatal liver toxicity,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,350,tensor([42]),PAIR_20,-1.4180078506469727,0.7356915473937988,0.9627690323744879,5.441160634657639,0.2025796754341497,415.43200000000013,0.4876361845841188
Leniolisib,,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,350,tensor([42]),PAIR_21,-1.0992273092269897,1.1285476684570312,0.9213470720147907,13.444593273410515,1.0574566265239864,450.4650000000002,2.3474778873474875
Copanlisib,increase blood pressure,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,350,tensor([42]),PAIR_22,-0.6942347288131714,-0.17358393967151642,0.7986059993492781,0.6705266759638616,0.13504004981539233,480.5290000000002,0.28102372555119937
Buparlisib,,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,350,tensor([42]),PAIR_23,-0.6649261116981506,0.32669010758399963,0.7844758251046899,2.121729953554343,0.4572840975904643,410.4000000000002,1.1142400038754
GDC-0941,,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,350,tensor([42]),PAIR_24,-1.1797534227371216,0.1914905309677124,0.9348279606387727,1.5541414050645608,0.10128656482378064,513.6490000000003,0.19719023072911768
pilaralisib,,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,350,tensor([42]),PAIR_25,-1.7170230150222778,0.06113744527101517,0.9817961254720462,1.151164651235759,0.020955656872111452,541.0330000000002,0.03873267780728984
